SHIPMENT_NUMBER,CARRIER_ID,VEHICLE_SIZE,VEHICLE_BUILD_UP,FIRST_COLLECTION_POST_CODE,LAST_DELIVERY_POST_CODE,FIRST_COLLECTION_LATITUDE,FIRST_COLLECTION_LONGITUDE,LAST_DELIVERY_LATITUDE,LAST_DELIVERY_LONGITUDE,FIRST_COLLECTION_SCHEDULE_EARLIEST,FIRST_COLLECTION_SCHEDULE_LATEST,LAST_DELIVERY_SCHEDULE_EARLIEST,LAST_DELIVERY_SCHEDULE_LATEST,on_time_estimation
SEZHUK-230930-249028,CAUK000435,Tractor Unit,Box 44ft,AL10 8XF,HP2 7PZ,51.74104,-0.218368,51.771839,-0.439712,2023-10-01 12:00:00+00:00,2023-10-01 13:55:01+00:00,2023-10-01 14:27:00+00:00,2023-10-01 16:27:01+00:00,True
SEZHUK-230930-249031,CAUK000428,Tractor Unit,Box 44ft,AL10 8XF,ST4 4DG,51.74104,-0.218368,52.989325,-2.190387,2023-10-01 13:00:00+00:00,2023-10-01 14:55:01+00:00,2023-10-01 18:01:00+00:00,2023-10-01 19:31:01+00:00,True
SEZHUK-230930-249056,CAUK000435,Tractor Unit,Box 44ft,BD5 8LZ,EN3 7QP,53.763771,-1.739326,51.659325,-0.021793,2023-10-01 02:20:00+00:00,2023-10-01 04:00:01+00:00,2023-10-01 08:03:00+00:00,2023-10-01 11:43:01+00:00,True
SEZHUK-230930-249060,CAUK000883,Tractor Unit,Box 44ft,BD5 8LZ,RG19 4BQ,53.763771,-1.739326,51.398851,-1.231993,2023-10-02 01:01:00+00:00,2023-10-02 02:41:01+00:00,2023-10-02 07:54:00+00:00,2023-10-02 10:50:01+00:00,True
SEZHUK-230930-249069,CAUK000883,Tractor Unit,Box 44ft,BD5 8LZ,RG19 4BQ,53.763771,-1.739326,51.398851,-1.231993,2023-10-02 01:01:00+00:00,2023-10-02 02:41:01+00:00,2023-10-02 07:54:00+00:00,2023-10-02 10:50:01+00:00,False
SEZHUK-231001-249100,CAUK000435,Tractor Unit,40ft Container,AL10 8XF,CV23 8YE,51.74104,-0.218368,52.347952,-1.166427,2023-10-02 12:00:00+00:00,2023-10-02 13:55:01+00:00,2023-10-02 15:30:00+00:00,2023-10-02 16:15:01+00:00,True
SEZHUK-231001-249105,CAUK000310,Tractor Unit,Box 44ft,ST4 4DG,SN3 4TT,52.989325,-2.190387,51.602351,-1.733719,2023-10-02 05:00:00+00:00,2023-10-02 06:40:01+00:00,2023-10-02 09:14:00+00:00,2023-10-02 09:59:01+00:00,True
SEZHUK-231001-249107,CAUK000310,Tractor Unit,Box 44ft,ST4 4DG,BD5 8LZ,52.989325,-2.190387,53.763771,-1.739326,2023-10-02 13:00:00+00:00,2023-10-02 16:00:01+00:00,2023-10-02 19:40:00+00:00,2023-10-02 20:25:01+00:00,True
SEZHUK-231001-249109,CAUK000689,Tractor Unit,Box 44ft,SN3 4TT,DE74 2HL,51.602351,-1.733719,52.849282,-1.354253,2023-10-02 19:00:00+00:00,2023-10-02 21:00:01+00:00,2023-10-02 23:58:00+00:00,2023-10-03 00:43:01+00:00,False
SEZHUK-231001-249111,CAUK000428,Tractor Unit,40ft Container,AL10 8XF,SN3 4TT,51.74104,-0.218368,51.602351,-1.733719,2023-10-02 14:00:00+00:00,2023-10-02 15:55:01+00:00,2023-10-02 18:19:00+00:00,2023-10-02 19:04:01+00:00,True
SEZHUK-231001-249115,CAUK000435,Tractor Unit,Box 44ft,AL10 8XF,DE74 2HL,51.74104,-0.218368,52.849282,-1.354253,2023-10-02 12:00:00+00:00,2023-10-02 13:55:01+00:00,2023-10-02 16:18:00+00:00,2023-10-02 17:03:01+00:00,False
SEZHUK-231001-249116,CAUK000431,Tractor Unit,Box 44ft,ST4 4DG,S35 2PW,52.989325,-2.190387,53.477856,-1.472093,2023-10-02 12:00:00+00:00,2023-10-02 15:30:01+00:00,2023-10-02 18:30:00+00:00,2023-10-02 19:15:01+00:00,True
SEZHUK-231001-249121,CAUK000490,Tractor Unit,Box 44ft,BD5 8LZ,CW1 6FB,53.763771,-1.739326,53.088574,-2.418451,2023-10-02 05:00:00+00:00,2023-10-02 06:40:01+00:00,2023-10-02 08:25:00+00:00,2023-10-02 10:25:01+00:00,True
SEZHUK-231001-249123,CAUK000689,Tractor Unit,40ft Container,SN3 4TT,DE74 2HL,51.602351,-1.733719,52.849282,-1.354253,2023-10-02 17:00:00+00:00,2023-10-02 19:00:01+00:00,2023-10-02 21:32:00+00:00,2023-10-02 22:17:01+00:00,True
SEZHUK-231001-249125,CAUK000689,Tractor Unit,Box 44ft,SN3 4TT,DE74 2HL,51.602351,-1.733719,52.849282,-1.354253,2023-10-02 12:00:00+00:00,2023-10-02 13:40:01+00:00,2023-10-02 16:12:00+00:00,2023-10-02 16:57:01+00:00,True
SEZHUK-231001-249126,CAUK000435,Tractor Unit,Box 44ft,AL10 8XF,S35 2PW,51.74104,-0.218368,53.477856,-1.472093,2023-10-02 14:00:00+00:00,2023-10-02 15:55:01+00:00,2023-10-02 19:57:00+00:00,2023-10-02 20:42:01+00:00,True
SEZHUK-231001-249157,CAUK000766,Tractor Unit,Box 44ft,BD5 8LZ,HP2 7PZ,53.763771,-1.739326,51.771839,-0.439712,2023-10-05 16:20:00+00:00,2023-10-05 18:00:01+00:00,2023-10-06 06:00:00+00:00,2023-10-06 08:56:01+00:00,False
SEZHUK-231001-249161,CAUK000435,Tractor Unit,Box 44ft,BD5 8LZ,EN3 7QP,53.763771,-1.739326,51.659325,-0.021793,2023-10-06 02:20:00+00:00,2023-10-06 04:00:01+00:00,2023-10-06 08:03:00+00:00,2023-10-06 11:43:01+00:00,True
SEZHUK-231001-249163,CAUK000435,Tractor Unit,Box 44ft,BD5 8LZ,EN3 7QP,53.763771,-1.739326,51.659325,-0.021793,2023-10-03 02:20:00+00:00,2023-10-03 04:00:01+00:00,2023-10-03 08:03:00+00:00,2023-10-03 11:43:01+00:00,True
SEZHUK-231001-249171,CAUK000435,Tractor Unit,Box 44ft,BD5 8LZ,EN3 7QP,53.763771,-1.739326,51.659325,-0.021793,2023-10-05 02:20:00+00:00,2023-10-05 04:00:01+00:00,2023-10-05 08:03:00+00:00,2023-10-05 11:43:01+00:00,True
SEZHUK-231001-249173,CAUK000435,Tractor Unit,Box 44ft,BD5 8LZ,EN3 7QP,53.763771,-1.739326,51.659325,-0.021793,2023-10-04 02:20:00+00:00,2023-10-04 04:00:01+00:00,2023-10-04 08:03:00+00:00,2023-10-04 11:43:01+00:00,True
SEZHUK-231001-249176,CAUK000766,Tractor Unit,Box 44ft,BD5 8LZ,RG19 4BQ,53.763771,-1.739326,51.398851,-1.231993,2023-10-03 02:20:00+00:00,2023-10-03 04:00:01+00:00,2023-10-03 09:13:00+00:00,2023-10-03 12:09:01+00:00,True
SEZHUK-231001-249177,CAUK000883,Tractor Unit,Box 44ft,BD5 8LZ,RG19 4BQ,53.763771,-1.739326,51.398851,-1.231993,2023-10-04 01:01:00+00:00,2023-10-04 02:41:01+00:00,2023-10-04 07:54:00+00:00,2023-10-04 10:50:01+00:00,False
SEZHUK-231001-249178,CAUK000883,Tractor Unit,Box 44ft,BD5 8LZ,RG19 4BQ,53.763771,-1.739326,51.398851,-1.231993,2023-10-04 01:01:00+00:00,2023-10-04 02:41:01+00:00,2023-10-04 07:54:00+00:00,2023-10-04 10:50:01+00:00,True
SEZHUK-231001-249180,CAUK000883,Tractor Unit,Box 44ft,BD5 8LZ,RG19 4BQ,53.763771,-1.739326,51.398851,-1.231993,2023-10-05 01:01:00+00:00,2023-10-05 02:41:01+00:00,2023-10-05 07:54:00+00:00,2023-10-05 10:50:01+00:00,True
SEZHUK-231001-249181,CAUK000883,Tractor Unit,Box 44ft,BD5 8LZ,RG19 4BQ,53.763771,-1.739326,51.398851,-1.231993,2023-10-05 01:01:00+00:00,2023-10-05 02:41:01+00:00,2023-10-05 07:54:00+00:00,2023-10-05 10:50:01+00:00,False
SEZHUK-231001-249182,CAUK000766,Tractor Unit,Box 44ft,BD5 8LZ,RG19 4BQ,53.763771,-1.739326,51.398851,-1.231993,2023-10-05 02:20:00+00:00,2023-10-05 04:00:01+00:00,2023-10-05 09:13:00+00:00,2023-10-05 12:09:01+00:00,True
SEZHUK-231001-249183,CAUK000883,Tractor Unit,Box 44ft,BD5 8LZ,RG19 4BQ,53.763771,-1.739326,51.398851,-1.231993,2023-10-06 01:01:00+00:00,2023-10-06 02:41:01+00:00,2023-10-06 07:54:00+00:00,2023-10-06 10:50:01+00:00,True
SEZHUK-231001-249186,CAUK000883,Tractor Unit,Box 44ft,BD5 8LZ,RG19 4BQ,53.763771,-1.739326,51.398851,-1.231993,2023-10-06 01:01:00+00:00,2023-10-06 02:41:01+00:00,2023-10-06 07:54:00+00:00,2023-10-06 10:50:01+00:00,True
SEZHUK-231001-249187,CAUK000883,Tractor Unit,Box 44ft,BD5 8LZ,RG19 4BQ,53.763771,-1.739326,51.398851,-1.231993,2023-10-07 01:01:00+00:00,2023-10-07 02:41:01+00:00,2023-10-07 07:54:00+00:00,2023-10-07 10:50:01+00:00,True
SEZHUK-231001-249190,CAUK000766,Tractor Unit,Box 44ft,BD5 8LZ,RG19 4BQ,53.763771,-1.739326,51.398851,-1.231993,2023-10-07 02:20:00+00:00,2023-10-07 04:00:01+00:00,2023-10-07 09:13:00+00:00,2023-10-07 12:09:01+00:00,True
SEZHUK-231001-249193,CAUK000935,Tractor Unit,Box 44ft,BD5 8LZ,G67 2XN,53.763771,-1.739326,55.936846,-3.986042,2023-10-05 14:20:00+00:00,2023-10-05 16:00:01+00:00,2023-10-05 23:55:00+00:00,2023-10-06 02:20:01+00:00,True
SEZHUK-231001-249204,CAUK000435,Tractor Unit,Box 44ft,BD5 8LZ,EN3 7QP,53.763771,-1.739326,51.659325,-0.021793,2023-10-07 02:20:00+00:00,2023-10-07 04:00:01+00:00,2023-10-07 08:03:00+00:00,2023-10-07 11:43:01+00:00,True
SEZHUK-231001-249208,CAUK000766,Tractor Unit,Box 44ft,BD5 8LZ,ME13 7TW,53.763771,-1.739326,51.328048,0.877608,2023-10-05 01:40:00+00:00,2023-10-05 03:20:01+00:00,2023-10-05 09:14:00+00:00,2023-10-05 12:10:01+00:00,True
SEZHUK-231001-249210,CAUK000766,Tractor Unit,Box 44ft,BD5 8LZ,ME13 7TW,53.763771,-1.739326,51.328048,0.877608,2023-10-05 01:40:00+00:00,2023-10-05 03:20:01+00:00,2023-10-05 09:14:00+00:00,2023-10-05 14:58:01+00:00,True
SEZHUK-231001-249216,CAUK000766,Tractor Unit,Box 44ft,BD5 8LZ,ME13 7TW,53.763771,-1.739326,51.328048,0.877608,2023-10-06 01:40:00+00:00,2023-10-06 03:20:01+00:00,2023-10-06 09:14:00+00:00,2023-10-06 12:10:01+00:00,True
SEZHUK-231001-249218,CAUK000766,Tractor Unit,Box 44ft,BD5 8LZ,ME13 7TW,53.763771,-1.739326,51.328048,0.877608,2023-10-07 01:40:00+00:00,2023-10-07 03:20:01+00:00,2023-10-07 09:14:00+00:00,2023-10-07 12:10:01+00:00,True
SEZHUK-231001-249231,CAUK000883,Tractor Unit,Box 44ft,BD5 8LZ,RG19 4BQ,53.763771,-1.739326,51.398851,-1.231993,2023-10-03 01:01:00+00:00,2023-10-03 02:41:01+00:00,2023-10-03 07:54:00+00:00,2023-10-03 10:50:01+00:00,False
SEZHUK-231001-249234,CAUK000883,Tractor Unit,Box 44ft,BD5 8LZ,RG19 4BQ,53.763771,-1.739326,51.398851,-1.231993,2023-10-03 01:01:00+00:00,2023-10-03 02:41:01+00:00,2023-10-03 07:54:00+00:00,2023-10-03 10:50:01+00:00,False
SEZHUK-231002-249250,CAUK000863,Tractor Unit,Curtain-Side 13.6M Trailer,DN8 5TE,NR16 2JU,53.566639,-0.919839,52.469251,0.950736,2023-10-03 06:00:00+00:00,2023-10-03 18:00:00+00:00,2023-10-04 10:32:00+00:00,2023-10-04 11:00:00+00:00,True
SEZHUK-231002-249258,CAUK000096,Tractor Unit,Curtain-Side 13.6M Trailer,HP22 5BL,B66 2LF,51.779657,-0.772897,52.498661,-1.952333,2023-10-03 09:00:00+00:00,2023-10-03 09:30:00+00:00,2023-10-03 13:30:00+00:00,2023-10-03 14:00:00+00:00,True
SEZHUK-231002-249260,CAUK000222,Tractor Unit,Curtain-Side 13.6M Trailer,BS35 4GG,DY9 7DP,51.55257,-2.65344,52.457769,-2.122196,2023-10-03 09:00:00+00:00,2023-10-03 09:30:00+00:00,2023-10-03 14:30:00+00:00,2023-10-03 15:00:00+00:00,False
SEZHUK-231002-249266,CAUK000235,Tractor Unit,Curtain-Side 13.6M Trailer,DE14 2WT,SO16 0AW,52.800481,-1.663328,50.933604,-1.471132,2023-10-03 18:00:00+00:00,2023-10-03 18:00:00+00:00,2023-10-04 05:30:00+00:00,2023-10-04 06:00:00+00:00,True
SEZHUK-231002-249288,CAUK000863,Tractor Unit,Curtain-Side 13.6M Trailer,L11 0JA,WV4 6UD,53.462845,-2.896967,52.560452,-2.099437,2023-10-04 00:00:00+00:00,2023-10-04 23:59:00+00:00,2023-10-04 18:55:00+00:00,2023-10-04 23:59:00+00:00,True
SEZHUK-231002-249294,CAUK000781,Tractor Unit,Curtain-Side 13.6M Trailer,L11 0JA,MK42 6EY,53.462845,-2.896967,52.093182,-0.475758,2023-10-04 09:00:00+00:00,2023-10-04 09:01:00+00:00,2023-10-04 16:55:00+00:00,2023-10-04 17:25:00+00:00,True
SEZHUK-231002-249300,CAUK000781,Tractor Unit,Curtain-Side 13.6M Trailer,L11 0JA,DE72 2HP,53.462845,-2.896967,52.867015,-1.314862,2023-10-03 13:00:00+00:00,2023-10-03 13:01:00+00:00,2023-10-04 05:00:00+00:00,2023-10-04 05:30:00+00:00,True
SEZHUK-231002-249324,CAUK000034,18T Rigid,Curtain Side,LS11 5LX,G74 5BT,53.767204,-1.547784,55.769386,-4.217663,2023-10-02 15:00:00+00:00,2023-10-02 15:30:00+00:00,2023-10-02 20:30:00+00:00,2023-10-02 21:00:00+00:00,False
SEZHUK-231002-249395,CAUK001009,3.5T Van,LWB Van,CA3 0EH,DE74 2TR,54.922111,-2.957338,52.829374,-1.332134,2023-10-09 16:45:00+00:00,2023-10-09 17:45:00+00:00,2023-10-09 21:10:00+00:00,2023-10-09 22:10:00+00:00,True
SEZHUK-231002-249404,CAUK001009,3.5T Van,LWB Van,BS32 0BF,DE74 2TR,51.54695,-2.551256,52.829374,-1.332134,2023-10-11 15:15:00+00:00,2023-10-11 16:15:00+00:00,2023-10-11 19:30:00+00:00,2023-10-11 20:30:00+00:00,True
SEZHUK-231002-249406,CAUK001009,3.5T Van,LWB Van,CA3 0EH,DE74 2TR,54.922111,-2.957338,52.829374,-1.332134,2023-10-11 16:45:00+00:00,2023-10-11 17:45:00+00:00,2023-10-11 21:10:00+00:00,2023-10-11 22:10:00+00:00,True
SEZHUK-231002-249409,CAUK001009,3.5T Van,LWB Van,DE74 2TR,EN1 1TX,52.829374,-1.332134,51.650981,-0.054718,2023-10-11 04:50:00+00:00,2023-10-11 05:50:00+00:00,2023-10-11 08:20:00+00:00,2023-10-11 09:20:00+00:00,False
SEZHUK-231002-249411,CAUK001009,3.5T Van,LWB Van,CO4 9QJ,DE74 2TR,51.920887,0.927015,52.829374,-1.332134,2023-10-11 17:30:00+00:00,2023-10-11 18:30:00+00:00,2023-10-11 21:10:00+00:00,2023-10-11 22:10:00+00:00,True
SEZHUK-231002-249424,CAUK001009,3.5T Van,LWB Van,DE74 2TR,NW10 7NZ,52.829374,-1.332134,51.537524,-0.27074,2023-10-10 04:45:00+00:00,2023-10-10 05:45:00+00:00,2023-10-10 08:15:00+00:00,2023-10-10 09:15:00+00:00,True
SEZHUK-231002-249426,CAUK001009,3.5T Van,LWB Van,DE74 2TR,CO4 9QJ,52.829374,-1.332134,51.920887,0.927015,2023-10-10 04:50:00+00:00,2023-10-10 05:50:00+00:00,2023-10-10 08:50:00+00:00,2023-10-10 09:50:00+00:00,True
SEZHUK-231002-249427,CAUK001009,3.5T Van,LWB Van,CO4 9QJ,DE74 2TR,51.920887,0.927015,52.829374,-1.332134,2023-10-10 17:30:00+00:00,2023-10-10 18:30:00+00:00,2023-10-10 21:10:00+00:00,2023-10-10 22:10:00+00:00,True
SEZHUK-231002-249440,CAUK001009,3.5T Van,LWB Van,NP10 9DQ,DE74 2TR,51.582459,-3.043825,52.829374,-1.332134,2023-10-14 08:30:00+00:00,2023-10-14 09:30:00+00:00,2023-10-14 12:30:00+00:00,2023-10-14 13:30:00+00:00,True
SEZHUK-231002-249448,CAUK001009,3.5T Van,LWB Van,L24 8RF,DE74 2TR,53.349124,-2.876108,52.829374,-1.332134,2023-10-13 18:25:00+00:00,2023-10-13 19:25:00+00:00,2023-10-13 21:15:00+00:00,2023-10-13 22:15:00+00:00,True
SEZHUK-231002-249453,CAUK001009,3.5T Van,LWB Van,DE74 2TR,RG2 0RP,52.829374,-1.332134,51.432237,-0.984601,2023-10-13 04:00:00+00:00,2023-10-13 05:00:00+00:00,2023-10-13 07:45:00+00:00,2023-10-13 08:45:00+00:00,True
SEZHUK-231002-249463,CAUK001009,3.5T Van,LWB Van,DE74 2TR,EN1 1TX,52.829374,-1.332134,51.650981,-0.054718,2023-10-12 04:45:00+00:00,2023-10-12 05:45:00+00:00,2023-10-12 08:15:00+00:00,2023-10-12 09:15:00+00:00,True
SEZHUK-231002-249465,CAUK001009,3.5T Van,LWB Van,DE74 2TR,EN1 1TX,52.829374,-1.332134,51.650981,-0.054718,2023-10-12 04:50:00+00:00,2023-10-12 05:50:00+00:00,2023-10-12 08:20:00+00:00,2023-10-12 09:20:00+00:00,True
SEZHUK-231002-249478,CAUK001009,3.5T Van,LWB Van,NE11 0JY,DE74 2TR,54.922706,-1.607332,52.829374,-1.332134,2023-10-12 17:25:00+00:00,2023-10-12 18:25:00+00:00,2023-10-12 21:10:00+00:00,2023-10-12 22:10:00+00:00,True
SEZHUK-231002-249480,CAUK000192,Tractor Unit,Curtain-Side 13.6M Trailer,NN9 5DB,WF2 0XF,52.3256,-0.613059,53.712698,-1.517263,2023-10-03 13:00:00+00:00,2023-10-03 13:30:00+00:00,2023-10-04 06:00:00+00:00,2023-10-04 06:40:00+00:00,True
SEZHUK-231002-249491,CAUK000222,Tractor Unit,Curtain-Side 13.6M Trailer,BB5 5YJ,ST4 4FA,53.789353,-2.342379,52.983393,-2.181287,2023-10-03 10:00:00+00:00,2023-10-03 10:30:00+00:00,2023-10-03 16:30:00+00:00,2023-10-03 17:00:00+00:00,True
SEZHUK-231002-249499,CAUK000297,Tractor Unit,Curtain-Side 13.6M Trailer,OL15 8QF,LE19 1WY,53.634051,-2.1142,52.601991,-1.190434,2023-10-03 10:00:00+00:00,2023-10-03 10:30:00+00:00,2023-10-03 16:30:00+00:00,2023-10-03 17:00:00+00:00,True
SEZHUK-231002-249518,CAUK000096,Tractor Unit,Box 44ft,DE74 2HL,CH41 1FE,52.849282,-1.354253,53.399905,-3.015115,2023-10-03 16:00:00+00:00,2023-10-03 18:20:00+00:00,2023-10-03 21:44:00+00:00,2023-10-03 23:14:01+00:00,False
SEZHUK-231002-249534,CAUK000297,Tractor Unit,Curtain-Side 13.6M Trailer,BB5 5YJ,ST4 4FA,53.789353,-2.342379,52.983393,-2.181287,2023-10-03 10:00:00+00:00,2023-10-03 10:30:00+00:00,2023-10-03 16:30:00+00:00,2023-10-03 17:00:00+00:00,True
SEZHUK-231003-249550,CAUK000689,Tractor Unit,Curtain-Side 13.6M Trailer,DN3 3FG,TQ12 6GN,53.537133,-1.037405,50.55996,-3.669927,2023-10-04 06:00:00+00:00,2023-10-04 18:00:00+00:00,2023-10-05 06:02:00+00:00,2023-10-05 06:30:00+00:00,True
SEZHUK-231003-249552,CAUK000770,Tractor Unit,Curtain-Side 13.6M Trailer,DN8 5TE,HP5 1QJ,53.566639,-0.919839,51.692773,-0.592602,2023-10-04 06:00:00+00:00,2023-10-04 18:00:00+00:00,2023-10-05 11:31:00+00:00,2023-10-05 11:59:00+00:00,True
SEZHUK-231003-249553,CAUK000899,Tractor Unit,Curtain-Side 13.6M Trailer,DN8 5TE,NN12 8FU,53.566639,-0.919839,52.072268,-1.02918,2023-10-04 06:00:00+00:00,2023-10-04 18:00:00+00:00,2023-10-05 11:31:00+00:00,2023-10-05 11:59:00+00:00,True
SEZHUK-231003-249556,CAUK000689,Tractor Unit,Curtain-Side 13.6M Trailer,DN8 5TE,GL20 6EB,53.566639,-0.919839,52.004918,-2.162529,2023-10-04 06:00:00+00:00,2023-10-04 18:00:00+00:00,2023-10-05 08:32:00+00:00,2023-10-05 09:00:00+00:00,True
SEZHUK-231003-249579,CAUK000222,Tractor Unit,Curtain-Side 13.6M Trailer,L11 0JA,CV9 2SQ,53.462845,-2.896967,52.583936,-1.557171,2023-10-04 21:00:00+00:00,2023-10-04 21:01:00+00:00,2023-10-05 03:55:00+00:00,2023-10-05 04:25:00+00:00,True
SEZHUK-231003-249583,CAUK001028,Tractor Unit,Curtain-Side 13.6M Trailer,DE14 2WT,HA4 0HG,52.800481,-1.663328,51.557511,-0.397204,2023-10-04 14:00:00+00:00,2023-10-04 15:00:00+00:00,2023-10-05 09:30:00+00:00,2023-10-05 10:00:00+00:00,True
SEZHUK-231003-249590,CAUK000297,Tractor Unit,Curtain-Side 13.6M Trailer,DE12 8AA,ML1 5GH,52.690284,-1.548894,55.83161,-3.935916,2023-10-04 12:30:00+00:00,2023-10-04 13:30:00+00:00,2023-10-05 10:30:00+00:00,2023-10-05 11:00:00+00:00,True
SEZHUK-231003-249597,CAUK000854,Tractor Unit,Curtain-Side 13.6M Trailer,ML4 3NW,MK17 8FF,55.821702,-4.036872,52.040191,-0.673743,2023-10-04 17:00:00+00:00,2023-10-04 18:00:00+00:00,2023-10-05 09:30:00+00:00,2023-10-05 10:00:00+00:00,True
SEZHUK-231003-249607,CAUK000124,Tractor Unit,Curtain-Side 13.6M Trailer,SK15 3AZ,LE67 1UA,53.487967,-2.046532,52.699611,-1.340902,2023-10-06 09:30:00+00:00,2023-10-06 11:30:00+00:00,2023-10-06 12:00:00+00:00,2023-10-06 17:00:00+00:00,True
SEZHUK-231003-249614,CAUK000863,Tractor Unit,Curtain-Side 13.6M Trailer,PE29 2XR,CF3 2GJ,52.315672,-0.157664,51.50328,-3.109119,2023-10-04 15:00:00+00:00,2023-10-04 15:54:00+00:00,2023-10-05 14:55:00+00:00,2023-10-05 15:25:00+00:00,True
SEZHUK-231003-249622,CAUK000863,Tractor Unit,Curtain-Side 13.6M Trailer,DN11 9HE,GL20 8HB,53.437296,-1.068189,52.000183,-2.127685,2023-10-04 16:00:00+00:00,2023-10-04 16:59:00+00:00,2023-10-05 10:55:00+00:00,2023-10-05 11:25:00+00:00,True
SEZHUK-231003-249633,CAUK000034,Tractor Unit,Curtain-Side 13.6M Trailer,NP26 3RA,PL12 6LX,51.585139,-2.844668,50.417689,-4.237124,2023-10-04 15:00:00+00:00,2023-10-04 15:30:00+00:00,2023-10-05 06:00:00+00:00,2023-10-05 06:30:00+00:00,True
SEZHUK-231003-249645,CAUK000029,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,CM19 5BD,53.293393,-1.074008,51.762509,0.053285,2023-10-05 13:00:00+00:00,2023-10-05 13:59:00+00:00,2023-10-05 20:25:00+00:00,2023-10-05 20:55:00+00:00,True
SEZHUK-231003-249680,CAUK000096,Tractor Unit,Box 44ft,DE74 2HL,CH41 1FE,52.849282,-1.354253,53.399905,-3.015115,2023-10-04 16:00:00+00:00,2023-10-04 17:40:01+00:00,2023-10-04 20:12:00+00:00,2023-10-04 20:57:01+00:00,True
SEZHUK-231003-249683,CAUK001028,Tractor Unit,Curtain-Side 13.6M Trailer,NN9 5DB,EN11 0EZ,52.3256,-0.613059,51.766224,0.009545,2023-10-05 08:00:00+00:00,2023-10-05 08:30:00+00:00,2023-10-05 11:30:00+00:00,2023-10-05 12:00:00+00:00,True
SEZHUK-231003-249690,CAUK000251,Tractor Unit,40ft Container,SN3 4TT,CV23 8YE,51.602351,-1.733719,52.347952,-1.166427,2023-10-04 12:00:00+00:00,2023-10-04 13:40:01+00:00,2023-10-04 15:34:00+00:00,2023-10-04 16:19:01+00:00,True
SEZHUK-231003-249700,CAUK000431,Tractor Unit,Box 44ft,ST4 4DG,BS20 7XE,52.989325,-2.190387,51.484479,-2.712293,2023-10-04 09:00:00+00:00,2023-10-04 10:40:01+00:00,2023-10-04 13:20:00+00:00,2023-10-04 14:05:01+00:00,True
SEZHUK-231003-249707,CAUK000689,Tractor Unit,Double Deck Trailer,SN3 4TT,CH41 1FE,51.602351,-1.733719,53.399905,-3.015115,2023-10-04 12:00:00+00:00,2023-10-04 13:40:01+00:00,2023-10-04 17:33:00+00:00,2023-10-04 19:03:01+00:00,False
SEZHUK-231003-249709,CAUK000863,Tractor Unit,Box 44ft,DE74 2HL,TN2 3EW,52.849282,-1.354253,51.155589,0.293351,2023-10-04 12:00:00+00:00,2023-10-04 13:40:01+00:00,2023-10-04 17:10:00+00:00,2023-10-04 18:40:01+00:00,True
SEZHUK-231003-249722,CAUK000660,Tractor Unit,Box 44ft,BD4 9NU,RG2 0BS,53.772471,-1.726204,51.432637,-0.970833,2023-10-05 09:00:00+00:00,2023-10-05 09:30:00+00:00,2023-10-05 16:19:00+00:00,2023-10-05 16:49:00+00:00,True
SEZHUK-231003-249729,CAUK000222,Tractor Unit,Curtain-Side 13.6M Trailer,SK16 4UG,LE19 1WY,53.467868,-2.096512,52.601991,-1.190434,2023-10-04 10:00:00+00:00,2023-10-04 10:30:00+00:00,2023-10-04 16:30:00+00:00,2023-10-04 17:00:00+00:00,True
SEZHUK-231003-249730,CAUK000310,Tractor Unit,Curtain-Side 13.6M Trailer,OL15 8QF,LE19 1WY,53.634051,-2.1142,52.601991,-1.190434,2023-10-04 10:00:00+00:00,2023-10-04 10:30:00+00:00,2023-10-04 16:30:00+00:00,2023-10-04 17:00:00+00:00,True
SEZHUK-231003-249734,CAUK000297,Tractor Unit,Curtain-Side 13.6M Trailer,WN4 8DE,LE19 1WY,53.501398,-2.64202,52.601991,-1.190434,2023-10-04 10:00:00+00:00,2023-10-04 10:30:00+00:00,2023-10-04 16:30:00+00:00,2023-10-04 17:00:00+00:00,True
SEZHUK-231003-249735,CAUK000096,Tractor Unit,Curtain-Side 13.6M Trailer,OL15 8QF,LE19 1WY,53.634051,-2.1142,52.601991,-1.190434,2023-10-04 10:00:00+00:00,2023-10-04 10:30:00+00:00,2023-10-04 16:30:00+00:00,2023-10-04 17:00:00+00:00,False
SEZHUK-231004-249770,CAUK000096,Tractor Unit,Curtain-Side 13.6M Trailer,ME6 5PX,IG11 0DS,51.32487,0.446613,51.515717,0.100453,2023-10-06 09:00:00+00:00,2023-10-06 09:30:00+00:00,2023-10-06 13:30:00+00:00,2023-10-06 14:00:00+00:00,False
SEZHUK-231004-249813,CAUK000250,Tractor Unit,Box,S80 3FY,NAAS,53.293393,-1.074008,53.207122,-6.742479,2023-10-10 04:00:00+00:00,2023-10-10 04:59:00+00:00,2023-10-12 08:25:00+00:00,2023-10-12 08:55:00+00:00,True
SEZHUK-231004-249818,CAUK001006,Tractor Unit,Curtain-Side 13.6M Trailer,L11 0JA,MK17 8DB,53.462845,-2.896967,52.03393,-0.67711,2023-10-06 11:00:00+00:00,2023-10-06 11:01:00+00:00,2023-10-06 17:55:00+00:00,2023-10-06 18:25:00+00:00,True
